Salinity,Predicted
56.464321608040194,99.93088580748692
56.59195979899497,99.94643077196628
56.71959798994975,99.95860598696063
56.84723618090452,99.96814659242558
56.97487437185929,99.97562643363989
57.10251256281407,99.98149361406209
57.23015075376884,99.98609818980354
57.357788944723616,99.9897137419671
57.48542713567839,99.9925541818148
57.61306532663316,99.99478684479674
57.74070351758794,99.99654269576384
57.868341708542715,99.99792428533955
57.995979899497485,99.99901195535524
58.123618090452254,99.99986868067514
58.25125628140704,100.000543848722
58.37889447236181,100.00107621113484
58.50653266331658,100.0014961899953
58.63417085427135,100.00182768063915
58.76180904522613,100.00208946164324
58.8894472361809,100.0022962981382
59.017085427135676,100.0024598055892
59.14472361809045,100.00258912639367
59.27236180904522,100.00269146013143
59.4,100.00277247933639
